sector,Company,기준가,Date,Volume,close,high,low,open,배당성향,gold,유가,Trend_B,Trend_F,C_operation,C_Investing,C_Finance,매출이익,순이익,영업이익,EPS,PBR,PER,UpDI,DownDI,DMI,수익률
Information Technology,SCHW.UN.Equity,1131.347671,2016-06-01,288.399961,25.31,30.96,24.02,NA,22.9064,1320.75,48.76,39,49,1892,-5072,5699,1804,412,655,0.3,3,26.1,NA,NA,NA,-17.23348594
Information Technology,SCHW.UN.Equity,1143.635304,2016-07-01,194.567033,28.42,29.03,23.83,NA,22.9064,1342,44.65,39,50,-549,-12210,10214,1868,452,720,0.3,2.6,22.5,NA,NA,NA,12.28763335
Information Technology,SCHW.UN.Equity,1154.331997,2016-08-01,169.149106,31.46,31.87,27.71,NA,22.9064,1309.25,44.72,38,50,-549,-12210,10214,1868,452,720,0.3,2.6,22.5,NA,NA,NA,10.69669247
Information Technology,SCHW.UN.Equity,1154.681647,2016-09-01,155.572803,31.57,31.85,29.86,NA,19.7872,1322.5,45.18,34,45,-549,-12210,10214,1868,452,720,0.3,2.6,22.5,NA,NA,NA,0.34965035
Information Technology,SCHW.UN.Equity,1155.09343,2016-10-01,159.515979,31.7,32.89,30.9,NA,19.7872,1272,49.78,31,43,1688,-12731,11440,1955,503,794,0.4,3.2,26.3,NA,NA,NA,0.411783339
Information Technology,SCHW.UN.Equity,1177.049266,2016-11-01,233.832796,38.66,39.35,30.66,NA,19.7872,1178.1,45.66,37,46,1688,-12731,11440,1955,503,794,0.4,3.2,26.3,NA,NA,NA,21.95583596
Information Technology,SCHW.UN.Equity,1179.144455,2016-12-01,199.031064,39.47,40.58,38.46,NA,19.6653,1145.9,51.97,38,49,1688,-12731,11440,1955,503,794,0.4,3.2,26.3,NA,NA,NA,2.095188826
Information Technology,SLB.UN.Equity,1011.805556,2004-01-01,157.0676,30.59,31.43,26.27,54.72,46.6643,399.75,34.31,0,76,96.9,1337.3,-1568,3670,177,363.2,0.3,5.5,35.5,39.13,10.54,3.712523719,11.80555556
Information Technology,SLB.UN.Equity,1017.232166,2004-02-01,106.7572,32.25,32.52,30.23,61.19,46.6643,395.85,34.68,0,83,96.9,1337.3,-1568,3670,177,363.2,0.3,5.5,35.5,40.02,9.51,4.208201893,5.426610003
Information Technology,SLB.UN.Equity,1016.239918,2004-03-01,129.9672,31.93,33.38,30.29,64.9,86.6051,423.7,36.74,0,31,96.9,1337.3,-1568,3670,177,363.2,0.3,5.5,35.5,38.3,8.27,4.631197098,-0.992248062
Information Technology,SLB.UN.Equity,1007.909194,2004-04-01,128.7942,29.27,32.35,28.55,63.85,86.6051,388.5,36.75,0,73,NA,NA,NA,3018,220.3,403.5,0.2,6.6,36.5,32.27,14.21,2.270935961,-8.330723458
Information Technology,SLB.UN.Equity,1005.585996,2004-05-01,137.9496,28.59,30.02,27.38,58.53,86.6051,393.25,40.28,0,69,NA,NA,NA,3018,220.3,403.5,0.2,6.6,36.5,28.67,17.48,1.640160183,-2.323197813
Information Technology,SLB.UN.Equity,1016.673789,2004-06-01,121.6742,31.76,31.92,28.01,58.15,43.6615,395.8,38.03,0,62,NA,NA,NA,3018,220.3,403.5,0.2,6.6,36.5,31.84,14.68,2.16893733,11.08779293
Information Technology,SLB.UN.Equity,1017.933235,2004-07-01,120.6084,32.16,33.15,30.78,62.6,43.6615,391.4,40.78,0,72,605.4,-30.1,-321.8,2856,355.6,386.7,0.2,6.4,34.3,33.96,13.19,2.574677786,1.259445844
Information Technology,SLB.UN.Equity,1014.015325,2004-08-01,134.9146,30.9,32.61,29.33,64.22,43.6615,407.25,44.9,0,67,605.4,-30.1,-321.8,2856,355.6,386.7,0.2,6.4,34.3,29.25,17.49,1.67238422,-3.917910448
Information Technology,SLB.UN.Equity,1022.947363,2004-09-01,123.6626,33.66,33.93,30.87,62.05,36.9027,415.65,45.94,0,61,605.4,-30.1,-321.8,2856,355.6,386.7,0.2,6.4,34.3,31.01,15.23,2.036112935,8.932038835
Information Technology,SLB.UN.Equity,1016.441125,2004-10-01,156.3462,31.47,34.94,30.91,67,36.9027,425.55,53.28,0,84,649.9,-964.9,63.3,2905,318.2,387.5,0.3,6.7,34.2,30.08,12.72,2.364779874,-6.506238859
Information Technology,SLB.UN.Equity,1020.730924,2004-11-01,144.7272,32.82,33.9,30.51,63.5,36.9027,453.4,48.47,0,57,649.9,-964.9,63.3,2905,318.2,387.5,0.3,6.7,34.2,25.94,12.59,2.060365369,4.289799809
Information Technology,SLB.UN.Equity,1022.741893,2004-12-01,146.414,33.48,33.7,30.63,65.52,31.5053,435.6,43.15,0,81,649.9,-964.9,63.3,2905,318.2,387.5,0.3,6.7,34.2,22.65,10.99,2.060964513,2.010968921
Information Technology,SLB.UN.Equity,1024.354796,2005-01-01,168.1214,34.02,34.24,31.58,66.8,31.5053,422.15,46.84,0,51,354,-161.7,-192.4,3067,329.8,453.8,0.3,6.4,32.5,22.38,9.76,2.293032787,1.612903226
Information Technology,SLB.UN.Equity,1035.260146,2005-02-01,135.5752,37.73,38.06,33.78,68.04,31.5053,435.45,48.15,0,43,354,-161.7,-192.4,3067,329.8,453.8,0.3,6.4,32.5,33.84,8.09,4.182941904,10.90534979
Information Technology,SLB.UN.Equity,1028.660623,2005-03-01,181.565,35.24,39.16,33.71,75.15,23.6089,427.5,54.19,0,59,354,-161.7,-192.4,3067,329.8,453.8,0.3,6.4,32.5,31.08,6.46,4.811145511,-6.599522926
Information Technology,SLB.UN.Equity,1025.737808,2005-04-01,154.258,34.21,36.49,33.45,71.09,23.6089,435.7,52.98,0,36,731.6,-429.9,-350.6,3159,523.4,537.3,0.3,6.4,31.5,27.52,6.68,4.119760479,-2.922814983
Information Technology,SLB.UN.Equity,1025.679346,2005-05-01,155.7802,34.19,35.24,32.31,68.41,23.6089,414.45,49.83,0,40,731.6,-429.9,-350.6,3159,523.4,537.3,0.3,6.4,31.5,24.41,10.33,2.363020329,-0.058462438
Information Technology,SLB.UN.Equity,1036.73521,2005-06-01,138.509,37.97,39.23,34.31,68.61,26.0965,437.1,56.35,0,49,731.6,-429.9,-350.6,3159,523.4,537.3,0.3,6.4,31.5,34.43,8.44,4.079383886,11.05586429
Information Technology,SLB.UN.Equity,1047.006477,2005-07-01,141.534,41.87,42.85,37.43,76.05,26.0965,429,59,0,55,816,-576.6,-227.1,3428,482.2,654.9,0.4,6.6,29.9,40.47,6.86,5.89941691,10.27126679
Information Technology,SLB.UN.Equity,1049.991908,2005-08-01,148.5158,43.12,43.9,40.45,84.15,26.0965,433.25,64.99,0,39,816,-576.6,-227.1,3428,482.2,654.9,0.4,6.6,29.9,39.17,6.04,6.485099338,2.985431096
Information Technology,SLB.UN.Equity,1047.835136,2005-09-01,142.1296,42.19,43.84,40.71,86.23,22.9181,473.25,65.59,0,100,816,-576.6,-227.1,3428,482.2,654.9,0.4,6.6,29.9,34.8,5.36,6.492537313,-2.1567718
Information Technology,SLB.UN.Equity,1055.419872,2005-10-01,233.6206,45.39,45.67,38.66,84.39,22.9181,470.75,62.26,0,52,1105,-876.3,-223.6,3698,540.8,710.8,0.4,6.8,29.3,27.03,10.7,2.526168224,7.584735719
Information Technology,SLB.UN.Equity,1060.883631,2005-11-01,200.071,47.87,49.28,44.94,90.77,22.9181,495.65,58.32,0,53,1105,-876.3,-223.6,3698,540.8,710.8,0.4,6.8,29.3,34.73,9.22,3.76681128,5.463758537
Information Technology,SLB.UN.Equity,1062.366814,2005-12-01,137.3128,48.58,51.49,47.7,96.55,18.7334,513,59.41,0,70,1105,-876.3,-223.6,3698,540.8,710.8,0.4,6.8,29.3,37.6,8.09,4.647713226,1.483183622
Information Technology,SLB.UN.Equity,1093.552487,2006-01-01,210.1546,63.73,65.87,49.2,98.85,18.7334,568.75,65.49,0,45,565.2,-428.2,-174.6,4023,660.6,858.1,0.5,7.5,29.1,55.38,4.93,11.23326572,31.18567312
Information Technology,SLB.UN.Equity,1083.776871,2006-02-01,194.9728,57.5,64.52,55.53,128,18.7334,556,61.63,0,81,565.2,-428.2,-174.6,4023,660.6,858.1,0.5,7.5,29.1,44.88,4,11.22,-9.775615879
Information Technology,SLB.UN.Equity,1093.846437,2006-03-01,192.6192,63.29,64.17,56.7,116.15,20.4209,582,62.69,0,40,565.2,-428.2,-174.6,4023,660.6,858.1,0.5,7.5,29.1,37.97,3.38,11.23372781,10.06956522
Information Technology,SLB.UN.Equity,1103.089603,2006-04-01,137.8647,69.14,70.6,60.42,128.19,20.4209,644,69.44,0,56,1234,-1816,597.1,4239,722.5,1004,0.3,18.4,38.6,20.27,35.43,0.572114028,9.243166377
Information Technology,SLB.UN.Equity,1097.926167,2006-05-01,138.9931,65.57,73.87,61.5,69.7,20.4209,653,70.84,0,39,1234,-1816,597.1,4239,722.5,1004,0.3,18.4,38.6,18.59,32.49,0.572176054,-5.163436506
Information Technology,SLB.UN.Equity,1097.224626,2006-06-01,147.3705,65.11,66.72,54.12,64.89,17.3126,613.5,70.95,0,41,1234,-1816,597.1,4239,722.5,1004,0.3,18.4,38.6,16.94,34.81,0.48664177,-0.701540339
Information Technology,SLB.UN.Equity,1099.897027,2006-07-01,109.6552,66.85,68.12,60.2,64.9,17.3126,632.5,74.41,0,74,1324,-544.4,-791.6,4686,856.9,1139,0.7,8.5,33.6,16.98,32.7,0.519266055,2.672400553
Information Technology,SLB.UN.Equity,1091.594858,2006-08-01,88.1726,61.3,68.54,61.23,67.34,17.3126,623.5,73.04,0,51,1324,-544.4,-791.6,4686,856.9,1139,0.7,8.5,33.6,16.3,30.72,0.530598958,-8.302169035
Information Technology,SLB.UN.Equity,1092.785722,2006-09-01,141.8903,62.03,62.77,54.24,61.39,14.7986,599.25,63.8,0,50,1324,-544.4,-791.6,4686,856.9,1139,0.7,8.5,33.6,15.07,34.58,0.435801041,1.1908646
Information Technology,SLB.UN.Equity,1094.478452,2006-10-01,145.6466,63.08,64.68,56.85,62.03,14.7986,603.75,58.89,0,48,1621,-2271,659.5,4954,999.8,1308,0.8,7.6,26.7,15.76,32.02,0.49219238,1.692729325
Information Technology,SLB.UN.Equity,1103.03901,2006-11-01,105.1856,68.48,69.3,61.23,62.96,14.7986,646.7,59.08,0,42,1621,-2271,659.5,4954,999.8,1308,0.8,7.6,26.7,19.12,29.43,0.6496772,8.560558022
Information Technology,SLB.UN.Equity,1095.270318,2006-12-01,86.1326,63.16,69.18,61.68,68.49,13.0274,632,61.96,0,44,1621,-2271,659.5,4954,999.8,1308,0.8,7.6,26.7,17.59,27.08,0.649556869,-7.768691589
Information Technology,SLB.UN.Equity,1095.792801,2007-01-01,136.4075,63.49,64.37,56.31,62.51,13.0274,650.5,54.51,0,64,1016,-371.5,-676,5349,1130,1444,0.3,7.1,29.7,16.01,30.64,0.522519582,0.522482584
Information Technology,SLB.UN.Equity,1094.706015,2007-02-01,89.7436,62.8,65.79,61.8,63.73,13.0274,664.2,59.28,0,57,1016,-371.5,-676,5349,1130,1444,0.3,7.1,29.7,16.96,29.14,0.582017845,-1.086785321
Information Technology,SLB.UN.Equity,1104.737862,2007-03-01,113.41,69.1,71.17,61,62.1,17.4648,661.75,60.44,0,60,1016,-371.5,-676,5349,1130,1444,0.3,7.1,29.7,21.48,25.48,0.843014129,10.03184713
Information Technology,SLB.UN.Equity,1111.583014,2007-04-01,110.1334,73.83,78.25,68.25,69.08,17.4648,677,63.98,0,56,1469,-1385,-73.7,5464,1180,1539,1,7.2,24.8,27.64,22.3,1.239461883,6.845151954
Information Technology,SLB.UN.Equity,1117.055045,2007-05-01,98.3394,77.87,81.83,72.33,73.89,17.4648,659.1,63.45,0,61,1469,-1385,-73.7,5464,1180,1539,1,7.2,24.8,28.85,19.61,1.471188169,5.47203034
Information Technology,SLB.UN.Equity,1126.134279,2007-06-01,141.6492,84.94,89.2,77.45,78.46,16.4677,650.5,67.49,0,54,1469,-1385,-73.7,5464,1180,1539,1,7.2,24.8,33.82,16.74,2.020310633,9.079234622
Information Technology,SLB.UN.Equity,1137.648289,2007-07-01,95.3465,94.72,98.5,84.41,86,16.4677,665.5,74.12,0,69,1624,-1293,-319.4,5638,1258,1588,1,7.9,27.2,39.25,13.91,2.821710999,11.51400989
Information Technology,SLB.UN.Equity,1139.527512,2007-08-01,98.065,96.5,97.69,81.3,95.55,16.4677,672,72.36,0,57,1624,-1293,-319.4,5638,1258,1588,1,7.9,27.2,32,14.85,2.154882155,1.879222973
Information Technology,SLB.UN.Equity,1148.335802,2007-09-01,67.4668,105,108.47,95.31,96.63,15.4343,743,79.91,0,39,1624,-1293,-319.4,5638,1258,1588,1,7.9,27.2,39.29,12.68,3.098580442,8.808290155
Information Technology,SLB.UN.Equity,1140.307231,2007-10-01,88.874,96.57,113.86,94.52,105.5,15.4343,789.5,85.8,0,62,2175,-1579,-560.9,5925,1354,1671,1.1,9,30.9,37.03,10.16,3.644685039,-8.028571429
Information Technology,SLB.UN.Equity,1137.076414,2007-11-01,66.8313,93.45,99.55,87.42,95.71,15.4343,783.5,94.77,0,39,2175,-1579,-560.9,5925,1354,1671,1.1,9,30.9,32.37,16.24,1.993226601,-3.230817024
Information Technology,SLB.UN.Equity,1142.341261,2007-12-01,56.5248,98.37,99.73,88.3,92.32,14.6857,833.75,91.69,0,49,2175,-1579,-560.9,5925,1354,1671,1.1,9,30.9,28.67,14.29,2.006298111,5.264847512
Information Technology,SLB.UN.Equity,1119.051641,2008-01-01,106.9392,75.46,102.71,72.3,99.3,14.6857,923.25,92.97,0,61,1129,-913.5,-332.9,6247,1383,1669,1.1,7.9,23.5,20.95,24.61,0.851279967,-23.28962082
Information Technology,SLB.UN.Equity,1133.615648,2008-02-01,71.6824,86.45,90.36,73.56,76,14.6857,971.5,95.39,0,40,1129,-913.5,-332.9,6247,1383,1669,1.1,7.9,23.5,17.88,21.01,0.851023322,14.56400742
Information Technology,SLB.UN.Equity,1134.251854,2008-03-01,76.66,87,89.5,78.95,86.65,19.3132,933.5,105.45,0,42,1129,-913.5,-332.9,6247,1383,1669,1.1,7.9,23.5,16.16,18.99,0.850974197,0.636205899
Information Technology,SLB.UN.Equity,1149.826567,2008-04-01,73.5695,100.55,107.22,85.75,86.53,19.3132,871,112.58,0,39,1600,-943.5,-615.1,6289,1338,1579,1.1,6.6,20.3,28.37,15.5,1.830322581,15.57471264
Information Technology,SLB.UN.Equity,1150.403394,2008-05-01,53.6412,101.13,108.53,95.82,98.87,19.3132,885.75,125.4,0,47,1600,-943.5,-615.1,6289,1338,1579,1.1,6.6,20.3,26.35,13.77,1.913580247,0.576827449
Information Technology,SLB.UN.Equity,1156.632999,2008-06-01,53.0101,107.43,110.11,98.21,100.35,17.675,930.25,133.88,0,46,1600,-943.5,-615.1,6289,1338,1579,1.1,6.6,20.3,24.95,12.28,2.031758958,6.229605458
Information Technology,SLB.UN.Equity,1151.20621,2008-07-01,72.1942,101.6,111.91,93.18,107,17.675,918,133.37,0,57,2164,-1892,-268,6746,1420,1767,1.2,7.6,24.3,20.87,14.67,1.42263122,-5.426789537
Information Technology,SLB.UN.Equity,1143.94243,2008-08-01,46.7774,94.22,103.07,89.21,102.05,17.675,833,116.67,0,42,2164,-1892,-268,6746,1420,1767,1.2,7.6,24.3,18.31,16.38,1.117826618,-7.263779528
Information Technology,SLB.UN.Equity,1126.822923,2008-09-01,73.0204,78.09,92.81,73.53,91.72,16.6355,884.5,104.11,0,45,2164,-1892,-268,6746,1420,1767,1.2,7.6,24.3,15.12,26.73,0.565656566,-17.11950754
Information Technology,SLB.UN.Equity,1092.964554,2008-10-01,116.0831,51.65,78,42.02,77.25,16.6355,730.75,76.61,0,47,2005,-1400,-609,7259,1526,1911,1.3,5.2,17.1,11.2,42.46,0.263777673,-33.85836855
Information Technology,SLB.UN.Equity,1091.202696,2008-11-01,72.2694,50.74,55.08,39,52.66,16.6355,814.5,57.31,0,43,2005,-1400,-609,7259,1526,1911,1.3,5.2,17.1,9.88,39.68,0.248991935,-1.761858664
Information Technology,SLB.UN.Equity,1074.628001,2008-12-01,70.9141,42.33,47.1,37.24,46.2,21.8185,869.75,41.12,0,44,2005,-1400,-609,7259,1526,1911,1.3,5.2,17.1,8.87,36.95,0.240054127,-16.57469452
Information Technology,SLB.UN.Equity,1071.037167,2009-01-01,61.3782,40.81,49.25,36.25,43.33,21.8185,919.5,41.71,0,44,551,-1217,671,6868,1150,1438,1,3,9.4,9.65,33.17,0.290925535,-3.590833924
Information Technology,SLB.UN.Equity,1064.298623,2009-02-01,51.808,38.06,47.88,35.05,39.88,21.8185,952,39.09,0,38,551,-1217,671,6868,1150,1438,1,3,9.4,8.64,30.69,0.281524927,-6.738544474
Information Technology,SLB.UN.Equity,1071.024845,2009-03-01,75.7708,40.62,47.25,35.3,36.82,26.7591,916.5,47.94,0,48,551,-1217,671,6868,1150,1438,1,3,9.4,7.77,27.6,0.281521739,6.726221755
Information Technology,SLB.UN.Equity,1091.630458,2009-04-01,62.2127,48.99,50.91,39.13,39.42,26.7591,883.25,49.65,0,42,1513,-897,-593,6000,938,1170,0.8,2.8,9.6,10.17,24.76,0.410743134,20.605613
Information Technology,SLB.UN.Equity,1108.450217,2009-05-01,57.7068,57.23,58.2,48.64,49.22,26.7591,975.5,59.03,0,35,1513,-897,-593,6000,938,1170,0.8,2.8,9.6,15.97,22.59,0.706949978,16.81975913
Information Technology,SLB.UN.Equity,1102.99853,2009-06-01,63.1391,54.11,63.78,51.78,58.5,41.1093,934.5,69.64,0,37,1513,-897,-593,6000,938,1170,0.8,2.8,9.6,19.41,20.04,0.968562874,-5.451686179
Information Technology,SLB.UN.Equity,1101.871197,2009-07-01,51.7048,53.5,58.18,48.13,54.95,41.1093,939,64.15,0,38,1280,-863,-533,5528,613,768,0.6,3.5,14.8,17.51,21.64,0.809149723,-1.12733321
Information Technology,SLB.UN.Equity,1106.917926,2009-08-01,46.9247,56.2,58.3,50.53,54.65,41.1093,955.5,71.04,0,34,1280,-863,-533,5528,613,768,0.6,3.5,14.8,16.22,19.9,0.815075377,5.046728972
Information Technology,SLB.UN.Equity,1112.967748,2009-09-01,53.8933,59.6,63,53.93,55.63,31.8933,995.75,69.41,0,41,1280,-863,-533,5528,613,768,0.6,3.5,14.8,19.71,17.95,1.098050139,6.049822064
Information Technology,SLB.UN.Equity,1117.330164,2009-10-01,59.5906,62.2,71.1,56,59.41,31.8933,1040,75.72,0,43,1967,-1093,-733,5430,787,960,0.6,3.7,19.6,25.08,15.1,1.660927152,4.362416107
Information Technology,SLB.UN.Equity,1120.047206,2009-11-01,46.4231,63.89,68.34,61.51,62.52,31.8933,1175.75,77.99,0,40,1967,-1093,-733,5430,787,960,0.6,3.7,19.6,23.16,13.95,1.660215054,2.717041801
Information Technology,SLB.UN.Equity,1121.925434,2009-12-01,44.849,65.09,66.43,59,64.65,30.8188,1087.5,74.47,0,37,1967,-1093,-733,5430,787,960,0.6,3.7,19.6,21.13,15.69,1.346717655,1.878228205
Information Technology,SLB.UN.Equity,1119.421209,2010-01-01,51.5855,63.46,72,62.89,66.39,30.8188,1078.5,78.33,0,44,989,-199,-767,5744,795,983,0.7,4.1,24.4,25.52,13.96,1.828080229,-2.504224919
Information Technology,SLB.UN.Equity,1115.702331,2010-02-01,79.062,61.1,66.88,59.43,64.3,30.8188,1108.25,76.39,0,42,989,-199,-767,5744,795,983,0.7,4.1,24.4,23.12,17.03,1.357604228,-3.718878033
Information Technology,SLB.UN.Equity,1119.564852,2010-03-01,77.2138,63.46,66.98,60.68,61.83,37.3512,1115.5,81.2,0,38,989,-199,-767,5744,795,983,0.7,4.1,24.4,21.31,15.6,1.366025641,3.862520458
Information Technology,SLB.UN.Equity,1132.108186,2010-04-01,73.3056,71.42,73.99,63.98,64.24,37.3512,1179.25,84.29,0,38,1297,-499,-834,5598,672,869,0.6,3.9,25.4,27.62,13.42,2.058122206,12.54333438
Information Technology,SLB.UN.Equity,1110.727621,2010-05-01,99.1093,56.15,71.96,55.46,71.12,37.3512,1207.5,73.74,0,34,1297,-499,-834,5598,672,869,0.6,3.9,25.4,22.05,21.1,1.045023697,-21.38056567
Information Technology,SLB.UN.Equity,1109.285056,2010-06-01,114.2267,55.34,61.89,51.67,54.45,30.6846,1244,75.34,0,42,1297,-499,-834,5598,672,869,0.6,3.9,25.4,19.28,23.11,0.834270878,-1.442564559
Information Technology,SLB.UN.Equity,1117.091344,2010-07-01,85.515,59.66,61.87,53.61,55.29,30.6846,1169,76.32,0,42,810,442,-741,5937,818,995,0.7,3.3,21.1,17.25,20.68,0.834139265,7.806288399
Information Technology,SLB.UN.Equity,1106.48122,2010-08-01,84.8563,53.33,63.72,52.91,60.96,30.6846,1246,76.6,0,33,810,442,-741,5937,818,995,0.7,3.3,21.1,17.23,17.85,0.965266106,-10.61012404
Information Technology,SLB.UN.Equity,1122.007191,2010-09-01,74.786546,61.61,62.94,54.01,54.1,16.5513,1307,75.24,0,36,810,442,-741,5937,818,995,0.7,3.3,21.1,15.11,15.65,0.965495208,15.52597037
Information Technology,SLB.UN.Equity,1135.446568,2010-10-01,87.843602,69.89,70.22,60.58,62.37,16.5513,1346.75,81.89,0,41,2413,-2680,933,6845,1734,663,0.7,2.7,23.4,22.62,13.7,1.651094891,13.43937672
Information Technology,SLB.UN.Equity,1146.106175,2010-11-01,74.147018,77.34,77.79,69.54,70.44,16.5513,1383.5,84.25,0,47,2413,-2680,933,6845,1734,663,0.7,2.7,23.4,30.19,12.2,2.474590164,10.65960796
Information Technology,SLB.UN.Equity,1154.071006,2010-12-01,46.091206,83.5,84.1,79.08,78.3,27.443,1405.5,89.15,0,35,2413,-2680,933,6845,1734,663,0.7,2.7,23.4,36.12,11.05,3.268778281,7.964830618
Information Technology,SLB.UN.Equity,1160.645856,2011-01-01,61.668119,88.99,89,79.75,84,27.443,1327,89.17,0,36,836,-385,-747,9067,1043,1351,0.8,3.6,30,38.28,9.62,3.979209979,6.574850299
Information Technology,SLB.UN.Equity,1165.623944,2011-02-01,55.33111,93.42,95.51,87.25,89.48,27.443,1411,88.58,0,50,836,-385,-747,9067,1043,1351,0.8,3.6,30,43.14,8.48,5.087264151,4.978087426
Information Technology,SLB.UN.Equity,1165.452674,2011-03-01,80.943967,93.26,95.29,81.93,94.49,36.0169,1439,102.86,0,49,836,-385,-747,9067,1043,1351,0.8,3.6,30,35.4,14.1,2.510638298,-0.171269535
Information Technology,SLB.UN.Equity,1161.689003,2011-04-01,51.651248,89.75,95,83.6,94.1,36.0169,1535.5,109.53,0,36,1231,-1493,-236,8716,944,1280,0.7,4,32.4,30.09,11.98,2.511686144,-3.763671456
Information Technology,SLB.UN.Equity,1157.198752,2011-05-01,72.081092,85.72,90.92,80.83,89.94,36.0169,1536.5,100.9,0,44,1231,-1493,-236,8716,944,1280,0.7,4,32.4,26.09,14.04,1.858262108,-4.490250696
Information Technology,SLB.UN.Equity,1157.992033,2011-06-01,70.35686,86.4,86.78,79.57,85.73,30.5606,1505.5,96.26,0,41,1231,-1493,-236,8716,944,1280,0.7,4,32.4,23.5,14.4,1.631944444,0.793280448
Information Technology,SLB.UN.Equity,1162.58694,2011-07-01,54.28358,90.37,95.53,85.27,85.89,30.5606,1628.5,97.3,0,47,1651,-1869,576,8990,1339,1515,0.8,3.7,28.7,32.1,12.39,2.590799031,4.594907407
Information Technology,SLB.UN.Equity,1149.031557,2011-08-01,110.817174,78.12,92.22,72.1,91.86,30.5606,1813.5,86.33,0,50,1651,-1869,576,8990,1339,1515,0.8,3.7,28.7,24.4,25.09,0.972499004,-13.55538342
Information Technology,SLB.UN.Equity,1125.49085,2011-09-01,100.918376,59.73,79.53,58.77,78.19,26.1479,1620,85.52,0,51,1651,-1869,576,8990,1339,1515,0.8,3.7,28.7,18.98,33.78,0.56187093,-23.54070661
Information Technology,SLB.UN.Equity,1148.494366,2011-10-01,93.394249,73.47,76.93,54.79,58.9,26.1479,1722,86.32,0,57,2162,-151,-2293,9546,1301,1723,1,2.5,17.9,14.9,30.39,0.490292859,23.00351582
Information Technology,SLB.UN.Equity,1151.026011,2011-11-01,77.33553,75.33,77.15,66.06,69.81,26.1479,1746,97.16,0,51,2162,-151,-2293,9546,1301,1723,1,2.5,17.9,13.48,27.03,0.498705142,2.53164557
Information Technology,SLB.UN.Equity,1141.707015,2011-12-01,71.592065,68.31,77.65,64.95,75.16,23.927,1531,98.56,0,48,2162,-151,-2293,9546,1301,1723,1,2.5,17.9,11.76,24.71,0.47592068,-9.318996416
Information Technology,SLB.UN.Equity,1151.749468,2012-01-01,56.625742,75.17,77.75,67.14,68.31,23.927,1744,100.27,0,51,758,-744,-356,10301,1414,1911,1.1,2.9,18.8,10.58,22,0.480909091,10.04245352
Information Technology,SLB.UN.Equity,1154.995444,2012-02-01,45.220175,77.61,80.78,75.11,76.35,23.927,1770,102.2,0,45,758,-744,-356,10301,1414,1911,1.1,2.9,18.8,13.28,20.61,0.644347404,3.245975788
Information Technology,SLB.UN.Equity,1145.099812,2012-03-01,62.461724,69.93,78.88,68.33,78.14,28.6271,1662.5,106.16,0,52,758,-744,-356,10301,1414,1911,1.1,2.9,18.8,11.7,25.82,0.453137103,-9.895632006
Information Technology,SLB.UN.Equity,1151.120118,2012-04-01,51.211245,74.14,74.92,66.46,69.6,28.6271,1651.25,103.32,0,45,639,-1181,-219,9918,1301,1720,1,2.9,18,10.53,25.46,0.413589945,6.02030602
Information Technology,SLB.UN.Equity,1136.431691,2012-05-01,55.53984,63.25,76.19,61.23,74.16,28.6271,1558,94.65,0,44,639,-1181,-219,9918,1301,1720,1,2.9,18,8.76,27.05,0.323844732,-14.6884273
Information Technology,SLB.UN.Equity,1139.056197,2012-06-01,58.678696,64.91,67.69,59.12,61.63,27.5602,1598.5,82.3,0,42,639,-1181,-219,9918,1301,1720,1,2.9,18,7.88,26.81,0.293920179,2.624505929
Information Technology,SLB.UN.Equity,1148.838973,2012-07-01,48.883279,71.26,73.47,64.2,64.86,27.5602,1622,87.9,0,50,2039,-2112,230,10341,1403,1812,1,2.6,16.1,13.94,23.82,0.585222502,9.782776152
Information Technology,SLB.UN.Equity,1150.410682,2012-08-01,38.74156,72.38,75.49,69.85,71.41,27.5602,1648.5,94.13,0,45,2039,-2112,230,10341,1403,1812,1,2.6,16.1,15.73,22.04,0.713702359,1.571709234
Information Technology,SLB.UN.Equity,1150.341602,2012-09-01,36.52355,72.33,78.47,70.68,72.12,26.858,1776,94.51,0,47,2039,-2112,230,10341,1403,1812,1,2.6,16.1,17.8,19.76,0.900809717,-0.069079856
Information Technology,SLB.UN.Equity,1146.470456,2012-10-01,36.854962,69.53,75.7,69.06,72.99,26.858,1719,89.49,0,45,3479,-3508,6,10498,1424,1843,1.1,2.8,17.6,16.16,20.18,0.800792864,-3.871146136
Information Technology,SLB.UN.Equity,1149.476353,2012-11-01,42.381945,71.62,71.89,66.86,69.77,26.858,1726,86.53,0,42,3479,-3508,6,10498,1424,1843,1.1,2.8,17.6,14.95,21.94,0.681403829,3.005896735
Information Technology,SLB.UN.Equity,1146.223072,2012-12-01,40.073623,69.29,73.5,67.6,72,27.793,1657.5,87.86,0,46,3479,-3508,6,10498,1424,1843,1.1,2.8,17.6,16.09,19.93,0.80732564,-3.253281206
Information Technology,SLB.UN.Equity,1158.865589,2013-01-01,38.685834,78.05,79.99,70.12,70.8,27.793,1664.75,94.76,0,61,1138,-106,-785,11083,1362,1813,1,2.6,17.1,23.25,16.72,1.390550239,12.64251696
Information Technology,SLB.UN.Equity,1158.609343,2013-02-01,33.515493,77.85,82,74.99,78.94,27.793,1588.5,95.31,0,52,1138,-106,-785,11083,1362,1813,1,2.6,17.1,23.84,14.91,1.598926895,-0.256245996
